"","age","animal.Alive","animal.Background","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.time","experiment.fasting_time"
"635",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Lean Mass","2015-02-02","fed",24550,"20860",NA,NA
"636",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24574,"1700,2050,1430,1910,1660",NA,NA
"637",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25452,"9960",NA,NA
"638",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Lean Mass","2015-02-09","fed",25476,"20960",NA,NA
"639",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Body Weight","2015-02-09","fed",25500,"32000",NA,NA
"640",184,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25756,"231,297,316,289,281,258,284,276,257","14:30:00",6
"641",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Lean Mass","2015-02-16","fed",26031,"19840","16:00:00",NA
"642",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26032,"9110","16:00:00",NA
"643",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Body Weight","2015-02-16","fed",26033,"30200","16:00:00",NA
"644",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26080,"2070,1930,2040,1750,2050","16:00:00",NA
"645",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Body Weight","2015-02-23","fed",26687,"27600","16:00:00",NA
"646",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26765,"7910","16:00:00",NA
"647",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Lean Mass","2015-02-23","fed",26766,"18510","16:00:00",NA
"648",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1751,198,7014,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26809,"1570,1720,1850,1820,2210","16:00:00",NA
"649",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2014-10-21","fed",15867,"20100",NA,NA
"650",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15868,"1200",NA,NA
"651",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2014-10-21","fed",15869,"18340",NA,NA
"652",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2014-10-17","fed",15988,"23250",NA,NA
"653",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15989,"2300",NA,NA
"654",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2014-10-17","fed",15990,"20240",NA,NA
"655",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2014-10-20","fed",16015,"21400",NA,NA
"656",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16016,"1740",NA,NA
"657",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2014-10-20","fed",16017,"19120",NA,NA
"658",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2014-11-04","fed",16942,"25900",NA,NA
"659",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16943,"4500",NA,NA
"660",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2014-11-04","fed",16944,"20860",NA,NA
"661",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2014-11-18","fed",18628,"28700",NA,NA
"662",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18629,"5860",NA,NA
"663",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2014-11-18","fed",18630,"21800",NA,NA
"664",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2014-12-04","fed",19641,"31300",NA,NA
"665",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19642,"6720",NA,NA
"666",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2014-12-04","fed",19643,"23800",NA,NA
"667",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2014-12-16","fed",20776,"32800",NA,NA
"668",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20777,"8810",NA,NA
"669",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2014-12-16","fed",20778,"23360",NA,NA
"670",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2014-12-30","fed",21195,"34400",NA,NA
"671",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21196,"10320",NA,NA
"672",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2014-12-30","fed",21197,"23460",NA,NA
"673",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2015-01-13","fed",22757,"38400",NA,NA
"674",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22758,"13740",NA,NA
"675",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2015-01-13","fed",22759,"23950",NA,NA
"676",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2015-01-16","fed",23169,"39500",NA,NA
"677",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23193,"14550",NA,NA
"678",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2015-01-16","fed",23217,"24260",NA,NA
"679",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2015-01-19","fed",23364,"36000","16:30:00",NA
"680",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23556,"11850","16:30:00",NA
"681",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2015-01-19","fed",23557,"23290","16:30:00",NA
"682",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2015-01-26","fed",23766,"36450",NA,NA
"683",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23789,"11550",NA,NA
"684",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2015-01-26","fed",23813,"24460",NA,NA
"685",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23842,"1570,2330,2040,2420,2120","16:30:00",NA
"686",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23861,"3490,3180,2990,3370,2750",NA,NA
"687",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2015-02-02","fed",24505,"38900",NA,NA
"688",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24514,"13530",NA,NA
"689",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2015-02-02","fed",24538,"24380",NA,NA
"690",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24565,"2090,2280,2270,2240,2190",NA,NA
"691",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25437,"14640",NA,NA
"692",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2015-02-09","fed",25461,"24470",NA,NA
"693",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2015-02-09","fed",25485,"39700",NA,NA
"694",184,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25701,"220,81,68,44,25,20,20,20,20","14:30:00",6
"695",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2015-02-16","fed",25999,"15300","16:00:00",NA
"696",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2015-02-16","fed",26000,"24090","16:00:00",NA
"697",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2015-02-16","fed",26001,"40000","16:00:00",NA
"698",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26069,"2870,3290,2710,2800,2230","16:00:00",NA
"699",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Body Weight","2015-02-23","fed",26683,"41800","16:00:00",NA
"700",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26748,"16570","16:00:00",NA
"701",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Lean Mass","2015-02-23","fed",26750,"24630","16:00:00",NA
"702",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1752,198,7015,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26818,"3270,2220,2570,2810,2970","16:00:00",NA
"703",71,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-10-21","fed",15858,"21900",NA,NA
"704",71,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15859,"1960",NA,NA
"705",71,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-10-21","fed",15860,"19290",NA,NA
"706",67,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-10-17","fed",15991,"21910",NA,NA
"707",67,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15992,"2590",NA,NA
"708",67,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-10-17","fed",15993,"18710",NA,NA
"709",70,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-10-20","fed",16006,"21700",NA,NA
"710",70,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16007,"2070",NA,NA
"711",70,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-10-20","fed",16008,"19170",NA,NA
"712",85,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-11-04","fed",16945,"24800",NA,NA
"713",85,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16946,"4410",NA,NA
"714",85,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-11-04","fed",16947,"19650",NA,NA
"715",99,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-11-18","fed",18631,"28100",NA,NA
"716",99,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18632,"5890",NA,NA
"717",99,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-11-18","fed",18633,"21470",NA,NA
"718",115,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-12-04","fed",19644,"29000",NA,NA
"719",115,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19645,"6360",NA,NA
"720",115,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-12-04","fed",19646,"22040",NA,NA
"721",127,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-12-16","fed",20779,"30100",NA,NA
"722",127,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20780,"7520",NA,NA
"723",127,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-12-16","fed",20781,"21820",NA,NA
"724",141,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-12-30","fed",21198,"32500",NA,NA
"725",141,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21199,"9630",NA,NA
"726",141,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-12-30","fed",21200,"22110",NA,NA
"727",155,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-01-13","fed",22760,"34600",NA,NA
"728",155,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22761,"11510",NA,NA
"729",155,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-01-13","fed",22762,"22580",NA,NA
"730",158,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-01-16","fed",23170,"35800",NA,NA
"731",158,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23194,"12470",NA,NA
"732",158,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-01-16","fed",23218,"22540",NA,NA
"733",161,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-01-19","fed",23365,"33400","16:30:00",NA
"734",161,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23558,"10310","16:30:00",NA
"735",161,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-01-19","fed",23559,"22180","16:30:00",NA
"736",168,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-01-26","fed",23778,"34000",NA,NA
"737",168,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23802,"11160",NA,NA
"738",168,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-01-26","fed",23826,"24170",NA,NA
"739",161,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23843,"2410,2240,2390,2530,1990","16:30:00",NA
"740",168,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23871,"3540,2980,3100,2580,2470",NA,NA
"741",175,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-02-02","fed",24493,"33600",NA,NA
"742",175,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24529,"12020",NA,NA
"743",175,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-02-02","fed",24553,"20470",NA,NA
"744",175,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24577,"1940,1730,1580,1810,1760",NA,NA
"745",182,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25453,"11940",NA,NA
"746",182,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-02-09","fed",25477,"20180",NA,NA
"747",182,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-02-09","fed",25501,"33100",NA,NA
"748",184,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25751,"408,504,377,370,411,424,484,520,467","14:30:00",6
"749",189,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26037,"8510","16:00:00",NA
"750",189,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-02-16","fed",26038,"17730","16:00:00",NA
"751",189,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-02-16","fed",26039,"27600","16:00:00",NA
"752",189,FALSE,"C57BL/6J","Unknown","2015-02-19","M","+/+",1753,192,7016,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26082,"1780,1440,1490,1340,1750","16:00:00",NA
"753",71,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2014-10-21","fed",15855,"22200",NA,NA
"754",71,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15856,"1710",NA,NA
"755",71,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2014-10-21","fed",15857,"20290",NA,NA
"756",67,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2014-10-17","fed",15994,"23000",NA,NA
"757",67,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15995,"2320",NA,NA
"758",67,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2014-10-17","fed",15996,"20090",NA,NA
"759",70,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2014-10-20","fed",16003,"22700",NA,NA
"760",70,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16004,"1750",NA,NA
"761",70,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2014-10-20","fed",16005,"20600",NA,NA
"762",85,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2014-11-04","fed",16948,"25400",NA,NA
"763",85,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16991,"4410",NA,NA
"764",85,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2014-11-04","fed",16992,"20470",NA,NA
"765",99,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2014-11-18","fed",18634,"28200",NA,NA
"766",99,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18635,"6020",NA,NA
"767",99,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2014-11-18","fed",18636,"21540",NA,NA
"768",115,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2014-12-04","fed",19647,"29600",NA,NA
"769",115,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19648,"6830",NA,NA
"770",115,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2014-12-04","fed",19649,"22190",NA,NA
"771",127,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2014-12-16","fed",20782,"30900",NA,NA
"772",127,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20783,"8330",NA,NA
"773",127,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2014-12-16","fed",20784,"21990",NA,NA
"774",141,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2014-12-30","fed",21201,"33800",NA,NA
"775",141,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21202,"10360",NA,NA
"776",141,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2014-12-30","fed",21203,"22500",NA,NA
"777",141,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2014-12-30","fed",21204,"35000",NA,NA
"778",141,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21205,"8790",NA,NA
"779",141,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2014-12-30","fed",21206,"25550",NA,NA
"780",155,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2015-01-13","fed",22763,"35600",NA,NA
"781",155,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22764,"12090",NA,NA
"782",155,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2015-01-13","fed",22765,"22990",NA,NA
"783",158,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2015-01-16","fed",23171,"37000",NA,NA
"784",158,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23195,"13130",NA,NA
"785",158,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2015-01-16","fed",23219,"23200",NA,NA
"786",161,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2015-01-19","fed",23366,"33300","16:30:00",NA
"787",161,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23560,"10530","16:30:00",NA
"788",161,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2015-01-19","fed",23561,"22080","16:30:00",NA
"789",168,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Body Weight","2015-01-26","fed",23779,"32310",NA,NA
"790",168,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23806,"9620",NA,NA
"791",168,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Lean Mass","2015-01-26","fed",23830,"21680",NA,NA
"792",161,FALSE,"C57BL/6J","Unknown","2015-02-23","M","+/+",1754,196,7017,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23844,"1950,2580,2130,2270,3040","16:30:00",NA
