"","Animal","Cage","Strain","Genotype","Age","Assay","Values","Feeding","Treatment","HFD","Rapamycin","Weight"
"642","C57BL/6J-EarTag #953",1909629,"C57BL/6J","+/+",210,"Body Weight",42510,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,42.51
"652","C57BL/6J-EarTag #964",1909640,"C57BL/6J","+/+",202,"Body Weight",36130,"fasted","Sham + High Fat Diet",TRUE,FALSE,36.13
"662","C57BL/6J-EarTag #963",1909640,"C57BL/6J","+/+",202,"Body Weight",41550,"fasted","Sham + High Fat Diet",TRUE,FALSE,41.55
"672","C57BL/6J-EarTag #977",1909640,"C57BL/6J","+/+",202,"Body Weight",31580,"fasted","Sham + High Fat Diet",TRUE,FALSE,31.58
"682","C57BL/6J-EarTag #962",1909640,"C57BL/6J","+/+",202,"Body Weight",35950,"fasted","Sham + High Fat Diet",TRUE,FALSE,35.95
"692","C57BL/6J-EarTag #976",1909639,"C57BL/6J","+/+",212,"Body Weight",39850,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,39.85
"701","C57BL/6J-EarTag #975",1909639,"C57BL/6J","+/+",212,"Body Weight",38610,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,38.61
"712","C57BL/6J-EarTag #978",1909639,"C57BL/6J","+/+",212,"Body Weight",44390,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,44.39
"721","C57BL/6J-EarTag #967",1909639,"C57BL/6J","+/+",212,"Body Weight",43340,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,43.34
"731","C57BL/6J-EarTag #931",1909633,"C57BL/6J","+/+",210,"Body Weight",42710,"fasted","Sham + High Fat Diet",TRUE,FALSE,42.71
"741","C57BL/6J-EarTag #913",1909633,"C57BL/6J","+/+",210,"Body Weight",38700,"fasted","Sham + High Fat Diet",TRUE,FALSE,38.7
"751","C57BL/6J-EarTag #914",1909633,"C57BL/6J","+/+",210,"Body Weight",36230,"fasted","Sham + High Fat Diet",TRUE,FALSE,36.23
"761","C57BL/6J-EarTag #952",1909633,"C57BL/6J","+/+",210,"Body Weight",45960,"fasted","Sham + High Fat Diet",TRUE,FALSE,45.96
"771","C57BL/6J-EarTag #895",1909627,"C57BL/6J","+/+",212,"Body Weight",33940,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,33.94
"781","C57BL/6J-EarTag #915",1909627,"C57BL/6J","+/+",212,"Body Weight",37450,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,37.45
"792","C57BL/6J-EarTag #897",1909627,"C57BL/6J","+/+",212,"Body Weight",41020,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,41.02
"802","C57BL/6J-EarTag #894",1909627,"C57BL/6J","+/+",212,"Body Weight",39870,"fasted","Rapamycin + High Fat Diet",TRUE,TRUE,39.87
"814","C57BL/6J-EarTag #959",1909634,"C57BL/6J","+/+",210,"Body Weight",41130,"fasted","Sham + High Fat Diet",TRUE,FALSE,41.13
"822","C57BL/6J-EarTag #957",1909634,"C57BL/6J","+/+",210,"Body Weight",39240,"fasted","Sham + High Fat Diet",TRUE,FALSE,39.24
"832","C57BL/6J-EarTag #935",1909634,"C57BL/6J","+/+",210,"Body Weight",27260,"fasted","Sham + High Fat Diet",TRUE,FALSE,27.26
"842","C57BL/6J-EarTag #954",1909634,"C57BL/6J","+/+",210,"Body Weight",43170,"fasted","Sham + High Fat Diet",TRUE,FALSE,43.17
"852","C57BL/6J-EarTag #968",1909630,"C57BL/6J","+/+",210,"Body Weight",44030,"fasted","Sham + High Fat Diet",TRUE,FALSE,44.03
"862","C57BL/6J-EarTag #969",1909630,"C57BL/6J","+/+",210,"Body Weight",46690,"fasted","Sham + High Fat Diet",TRUE,FALSE,46.69
"871","C57BL/6J-EarTag #973",1909630,"C57BL/6J","+/+",210,"Body Weight",36240,"fasted","Sham + High Fat Diet",TRUE,FALSE,36.24
"881","C57BL/6J-EarTag #971",1909630,"C57BL/6J","+/+",210,"Body Weight",40410,"fasted","Sham + High Fat Diet",TRUE,FALSE,40.41
